date,rating,review
5년 전,별표 5개,"우리나라의 대표적인 고궁, 광화문 한복판에 위치해서 접근성도 좋다.  조선시대의 왕이 살던 흔적을 엿볼 수 있고 천천히 걸어다니며 건물과 자연의 조화를 느낄 수 있다.  왕이 외국 사신을 맞이한 근정전은 최근 방탄소년단이 무대를 한 것으로 유명해졌다.  서울에 온 여행자라면 둘러보며 사색하기를 추천한다.  경복궁 근처는 삼청동,명동,서촌,인사동,종로 등 다양한 서울의 볼거리들이 넘쳐나기도 한다.  한복 대여점도 있어서 한복을 빌려 근처를 돌아다니며 사진촬영하는것도 또 다른 재미이다."
2년 전,별표 5개,갈때 마다 항상 멋있는 경복궁 아이들이랑 가기 좋고 날씨 좋을때 걷기 좋은 우리나라의 자랑스런 문화유산
8년 전,별표 5개,"경복궁 야경 입장료 3,000원! 30,000원 이상의 가치! 특히 경회루는 그야말로 압권이다. 안가봤으면 꼭 가봐라! 가봤으면 두번 가보길!"
7년 전,별표 4개,"다 좋은데, 토요일 광화문 광장에서의 집회때문에 소음공해가 심하다. 관광객도 많은데 고래고래 악쓰며 지나다니는 사람들 때문에 다들 인상을 쓰고 지나간다. 대한민국 사람으로써 부끄러웠다."
1년 전,별표 5개,"서울 인사동 방문 후 경복궁 방문, 너무 더운 날씨에 초죽음 됨."
수정일: 5년 전,별표 5개,12월 13일 오전  서울에 첫 눈이 내리는 날 경복궁의 설경이 궁금해서 아침 아들과 함께 고궁에서.  참 11 17번 세한도 보시길...
2년 전,별표 5개,날씨도 좋고~ 한복입은 외국인들도 너무 예뻤어요 물론 경치도 예뻤고요
수정일: 3년 전,별표 5개,"조선의 법궁으로 역사적으로 가장 많은 상처를 가진 궁입니다  정도전의 새로운 세계에 대한 자신의 생각과 무학대사의 오랜 바람까지...  광화문, 근정전, 경회루...  종묘사직을 보존하소서"
7년 전,별표 5개,정말 좋습니다. 날이 더워 한복대여는 못했지만 좋은 경험이었습니다. 궁 자체가 넓어 다시 와도 전혀 질리지 않을듯 합니다. 좋은 경험이었습니다.
1개월 전,별표 5개,구름낀 날씨지만 선산하고 관람하기 좋아요.
6년 전,별표 5개,서울 최고의 관광지 경복궁. 야간 개장으로 들어가면 경회루까지만 관광이 가능합니다.
6년 전,별표 5개,일본의 성도 봤지만 역시 우리나라 궁이 아름다워요. 아이때 오고 어른이되서는 처음와봤는데.감회가 새롭네요. 별빛야행을 신청해서 오게됐는데 연극의 형식으로 소개해주고 해설사가 해설을 해주기때문에  훨씬더 유익한 경험이었구요 제공되는 식사도 맛있습니다. 식사시 국악공연을 하셨는데 너무 좋았어요 공연의 수준도 높습니다.  어른들과 함께 오시는것도 좋으실것 같아요. 
7년 전,별표 4개,야간개장 다녀왔습니다. 사람 너무 많고 주차 자리 협소하고 주차비 비쌉니다. 매점에도 줄 너무길고.. 휴 그래도 깨끗하게 관리된듯합니다. 지나는 경로마다 관리자들이 상주하고 있어서 좋았습니다. 야간에 보는 경회루는 멋집니다  )
수정일: 1년 전,별표 4개,옛날에는 북촌도 많았는데 이제는 서촌이 더 많고 익선동 종로로 이동 하네요 경복궁 한복 대여료 비싸도 많이들 입고 다니고 보기에는 좋아요 외국인들도 많고
수정일: 8년 전,별표 5개,시설도  좋고  사진 찍을것도  많아요.그리고  한번씩  방송국에서 와요.저도 방송국에 찍히고  싶어요.
8년 전,별표 4개,가장 유명한 한국의 궁이네요. 생각보다 장소가 큽니다. 동양의 건축을 볼 수 있는 가장 좋은 곳이기도 하네요.
7년 전,별표 5개,"한복입고 가면 공짜고, 주변에 한복 렌탈 샵들도 많으니 한번쯤 빌려입고가서 나들이 갈 만 합니다. 다만 입장이 5시마감이고 6시면 나가야되서 빨리가야되는데, 여름에 그 시간 전 이면 너무 더워요 ㅠㅠ"
3년 전,별표 4개,"야간개장때 구경가기 좋습니다. 평소에도 한복을 입고 방문하면 입장료가 무료라 가볍게 둘러보기 나쁘지 않지만, 주변에 먹을 곳은 애매하네요"
수정일: 2년 전,별표 4개,조선의 가장 조선다운 궁걸 중의 궁궐 설명이 필요멊는 오묘한 자연의 이치를 구할 수 있는 곳
3년 전,별표 5개,아이랑다녀오기좋아요ᆢ우리아이한복입혀 다녓네요.한복대여비2만원은 너어요ᆢ머리도 알아서해주고 좋은경험이엇어요.
7년 전,별표 4개,야간개장으로 갔는데 근정전 주변보다 뒤쪽으로 볼게 더 많아요~ 기념품샵도 세련된 제품들이 많고 가격도 저렴한 편이네요
5년 전,별표 5개,한복 스냅촬영 차 방문했는데 역시 대표적인 궁인만큼 멋스럽고 한국의 멋이 느껴진다. 참고로 한복을 입고 가면 입장료 무료이다.(21년4월 기준)
수정일: 5년 전,별표 5개,Happy holiday. FREE Enterance. 한국정부의 코로나 대처에 수고하시는 많은 분들에게 감사드리며 다시금 자유롭게 거닐수 있는 맑은날이 오기를 바랍니다.
수정일: 9년 전,별표 4개,누구든 한 번씩은 가야 할 곳 궁궐 중에는 제일 규모가 크고 다른 궁에 비해 볼거리가 많다. 항상 외국인들이 많이 찾는 곳.
6년 전,별표 5개,조선이 건국되고나서 수도를 한성으로 옮긴 후 태조(이성계)때 만들어진 법궁입니다. 규모도 엄청나고 조선을 상징하는 궁궐이죠. 하지만 임진왜란기 성난 군중들에게 불태워진 이후 수백년간 폐허로 남아있다가 흥선대원군대에 들어서 이 경복궁은 새로 중건되었습니다. 하지만 일제강점기 시기 수많은 전각들이 훼철되었고 광화문과 홍례문이 있던 자리에 조선 총독부 청사가 들어서서 많은 훼손이 있었습니다. 김영삼 대통령기에 시작된 경복궁 복원 사업으로 인해 많이 복원되긴했지만 아직도 많은 부분이 훼손된 채로 남아있어요.
5년 전,별표 4개,아무래도 큰 궁이고 입장객도 체감상 가장 많은 궁입니다. 경복궁과 경회루가 제일 손에 꼽히는 메인 장소이고 최근에 궁중문화축전이 있었던걸로 압니다. 야간개장도 다녀와본 소감은 입장객 수가 훨씬 적었고 밤에 조명이 아주 아름다워서 훨씬 운치있는 편입니다. 한복을 대여해서 오시는것도 추천드리며 한겨울에는 와본적이 없어서 눈이 쌓인 경복궁도 기대가 됩니다.  내부에 카페가 있기 때문에 쉬어가는 장소도 충분히 있습니다. 날 좋을때 산책 하셔도 충분한 장소라고 생각합니다.
5년 전,별표 5개,너무 아름답습니다. 경복궁의 야경을 사랑하는 사람과 즐기세요. 추우니 핫팩 잘챙겨가시면 좋습니다. 모두들 한해 마무리 잘하시길 바랍니다.
2년 전,별표 5개,평일엔 주차장도 널널해서 좋음 생각보다 외국인이 많아서 놀람
1년 전,별표 5개,야간개장 다녀오세요 한복입으면 예약안해도 무료입장 가능합니다
3년 전,별표 5개,풍광과 시간이 천천히 흐르는것 같다. 한국의 아름다움의 하나이다.
3년 전,별표 5개,한복 입으면 입장료 무료  경복궁안 후원은 입장료 따로 받아요 거기도 한복착용시 무료 니까 그냥 한복 빌려입고 가는게 좋아요
7년 전,별표 5개,경북궁 자체는 정말 보기좋지만 학생때 가서 느꼈던 그 고즈넉한분위기를 느끼려면 타이밍을 잘 맞추어야함... 일반 휴일이나 야간개장은 사람 많아서 데이트코스로는 그닥 비추이지만 부모님이나 아이들을 데려가는 것으로는 좋은듯. 여러 티켓팅 사이트에서 가이드와 함께 돌아보는 코스라던가 궁 내에서 식사가 포함되어있는 종류의 것도 있으니 먼저 정보를 찾아보고 가시길. 밤에 보는 경회루는 정말 너무너무 보기좋았고 한복 신발에서 머리 모양새까지 예쁘고 멋있게 하고 오는 커플들이 생각외로 정말 많아서 궁과 함께 보는맛도 꽤 쏠쏠했음. 지하철 경복궁역에서 경복궁까지 가는길에는 요기를 채울만한 곳이 없으니 간단하게 먹고가는걸 추천. 조용하고 편안하게 궁을 즐기고 싶다면 평일 낮에찾아가시기를...
9개월 전,별표 5개,아름다운 대힌민국 고궁문화의 중심
6년 전,별표 5개,21세기에는 느낄 수 없는 전통적 다채로움과 한국 선조들의 건축미를 느낄 수 있었습니다. 왜 전세계의 많은 사람들이 이곳을 방문하는지 알 수 있었습니다.
5년 전,별표 5개,돌사이 자라난 잡초를 뽑고 관리하시는 분들이 많았다. 비가 왔지만 건물들 아름다움 잘 보고 왔습니다. 경복궁 입장료는 대인 6천원. 화요일을 제외하고 오후 5시까지 생과방에서 카페를 합니다. 방문하면 좋음. 실내에 에어컨은 없지만 창문너머 비오는걸 보며 마시는 차가 시원해서 금방 땀이 식었습니다.
6년 전,별표 5개,서울에서 살면서도 둘러보지 못한 경복궁을 귀농하고 나서야 방문했는데 규모가 크고 웅장한게 한나라의 궁의로서 손색이 없어서 좋았습니다  한가위라  무료입장에 인산인해  궁도 보고 사람도 보고~
7년 전,별표 5개,"야간개장 티켓 구매하여 방문. 멋진 야경과 전통공연을 즐길 수 있습니다. 공연은 전통과 현대가 어우러져 사랑가에 팝핀을 더하고, 부채춤과 전통민요를 볼 수 있습니다. 게스트는 바뀌는 듯 한데, 저는 유진박의 공연을 볼 수 있었네요. 옛날의 그 카리스마를 느낄 수는 없었지만 그래도 사람들의 환호와 박수를 끌어내기에는 부족함이 없었습니다. 오래된 장소라서 지하주차장에서 올라오는 엘레베이터를 찾을 수는 없었습니다. 덕분에 유모차를 들고 오르락 내리락 하는 수고는 해야했습니다. 전반적으로 만족합니다."
6년 전,별표 5개,수능 한파를 뚫고 아이와 함께 도착한 경복궁에는 다행히도 많은 관광객이 있었습니다. 내국인보다는 외국인이 많아서 더 기분이 좋았네요. 추운 날씨에도 한복을 입고 사진을 찍는 그들의 모습이 좋았지만 안타깝게도 그 한복이 국적 불명의 옷이었네요. 전통만을 고수할 수는 없지만 그건 전통도 개량도 아닌... 그게 전통 한복이라고 생각할까봐 염려스럽기도 합니다.ㅠ 좀 추웠지만 단풍의 마지막을 감상할 수 있어서 좋았습니다.
4년 전,별표 5개,"너무 웅장하고 ,, 아름다워요 ~~~    역시 ,, 한국의 수도의 왕궁 이어서인지 ,, 넓고 ,, 한적하고 ,, 이뻐요 ~~~  어떻게 알고 ,, 날씨도 한목 하네요 ~~~     청와대도 멀찍이 보이네요 ~~~   "
7년 전,별표 4개,외국인이나 커플이 오면 최적인 장소 다만 사람이 너무 많아서 내가 궁궐을 보러온건지 사람을 보러온건지 헷갈릴수도 있다.   전투복 입고 갔을때의 장단점 장점   군인할인으로 무료입장 단점   외국인이 같이 사진 찍자고함
7년 전,별표 5개,색채가 너무 예쁨 ㅠㅠ 건물 하나하나 보면서 감탄함 ㅠㅠ 그리고 꽤 넓어서 한번도 다 구경 못해봄...ㅋㅋㅋㅋ 사람도 꽤 많구 그래서 사진찍기에 조금 힘든 감이 있었지만 좋았음!  끝나기 1시간 전에 입장해서 30분만 보고 나왔는데도 사람이 엄청 많았음 ㅠㅠ (5시에 문 닫기때문에 4시 반? 부터 퇴장하라고 방송함!) 예전엔 경희궁 들어갈 수 있었던거 같은데 못 들어가봐서 아쉬움 ㅜㅜ  지금 복원하는 곳도 있어서 막혀있는 곳도 있었음! 보니까 조선시대때 궁궐지도가 있었는데 건축물이 엄청 많았음 ㅠㅠ 일제한테 불타서 너무 마음 아팠음 나중에 복원 완료되면 더 많이 갈꺼임 ㅎㅎ  그리고 발편한 운동화 추천 ㅠㅠ 괜히 굽있는거 신고 갔다가 발이 좀 아팠음 ㅠㅠ 앉을 곳이 별로 없었던 걸로 기억함! 몇개 있긴 했는데 자리가 없었음 ㅜㅜ  나중에 역사 공부 좀 해서 외국친구 데려와 경복궁 소개해주고 싶었음 ㅜㅜ 너무 자랑스러워서 ㅎㅎ
6년 전,별표 5개,"우리나라 5개의 궁궐중 가장 중심이되는 궁궐로 법궁이라 불리는 궁궐,  조선초기~중기의 흔적과 명성왕후 시해사건의 흔적이 남아있다."
5년 전,별표 5개,"경복궁목차 펼침  공유검색 및 메뉴  다음백과  경복궁  Gyeongbokgung Palace , 景福宮 사적 제117호, 북궐  요약 사적 제117호. 조선의 정궁으로 정연한 배치체계를 갖춘 궁궐로 북궐이라고도 한다. 이성계가 한양을 도읍으로 삼으면서 건설한 것으로  시경 의  왕조의 큰 복을 빈다 는 의미를 따 이름을 지었다. 5대 궁궐 중 가장 먼저 지어졌으나 임금이 거주한 기간은 길지 않다. 궁궐 내부는 정문인 광화문으로부터 홍례문과 근정문과 향오문을 일직선 상에 배치했다. 이 사이 공간은 정사를 보고 의식을 행하는 업무공간이다. 향오문 뒤에는 제반시설이 자리한 후원이 자리잡고 있다. 여러 차례 화재 피해를 겪어 이에 대한 복구가 거듭되었다. 일제 강점기에 원래 건물을 해체하는 등 본래 모습을 잃었으나 1996년 옛 조선총독부 건물을 철거하면서 일부가 복구되었다. 현재 다양한 국보 보물급 건축물과 석조문화재를 보유하고 있다.    경복궁 근정문, 경복궁, 보물 제812호, 서울 종로구 삼청로   2015, All Rights Reserved.   저작권자의 허가 없이 사용할 수 없습니다.  사적 제117호. 현재 서울에 있는 조선시대 5대 궁궐 중 정궁(正宮)에 해당하는 것으로 북쪽에 자리하고 있어 북궐(北闕)로도 불린다. 조선왕조를 연 태조 이성계가 한양으로 도읍을 정하고 가장 먼저 한 일 중의 하나가 경복궁을 만드는 일이었다. 1394년(태조 3) 12월 4일 시작된 이 공사는 이듬해 9월 중요한 전각이 대부분 완공되었다. 궁의 이름은  시경 詩經 에 나오는 왕조의 큰 복을 빈다는 뜻으로 '군자만년개이경복'(君子萬年介爾景福)에서 따왔다. 5대 궁궐 중 가장 먼저 지어졌으나 이곳에 왕들이 머문 기간은 1405년(태종 5) 지어진 일종의 별궁인 창덕궁(昌德宮)에 비해 훨씬 짧다. 세종 문종 단종이 이곳에 주로 기거했으며, 왕자의 난으로 인한 개성천도 기간 동안 빈 궁궐이었다. 왕위를 찬탈한 세조가 경복궁을 기피해 창덕궁에 기거하면서 임금이 살지 않는 궁이 되었다. 1543년(중종 38) 동궁에서 일어난 화재와 1553년(명종 8)에 일어난 내전일곽의 화재로 인해 많은 피해를 입었으나 이듬해 복구되었다. 38년 뒤 임진왜란으로 인해 모든 건물이 불탄 후 270여 년간 폐허상태로 있다가 1865년(고종 2) 대규모 재건공사가 시작되었다."
6년 전,별표 5개,어릴때 소풍으로도 가던곳인데 새삼 다시 보니 하나하나 참 아름답고 주변 풍광과의 어우러짐도 좋고 그러네요 건물들도 예전엔 아무 의미없이 옛것이라는 느낌이 다였는데 새삼 웅장하고 재삼 멋지네요
2년 전,별표 5개,추석전날 갔는데 무료입장이였어요 사람 생각보다 많아요 고궁박물관도 보면서 천천히 산책하기 좋았어요
5년 전,별표 5개,"야간에 예약하고 관람했는데 또 다른 분위기. 연인, 가족단위 관람객 많아요. 도심속 고궁분위기가 너무 좋네요."
4년 전,별표 5개,"경복궁 야간개장 꼭 가보세요 강녕전,교태전,경회루까지 밖에 공개되진 않지만 밤의 궁궐은 정말 멋집니다"
8년 전,별표 4개,지나치게 많은 무개념 중국인 관광객과 무면허 가이드들이 한국의 고궁을 오염시키는 듯함. 이정도 수준의 유적이 입장료가 이렇게 낮은게 말도 안됨. 최소한 외국인 입장료는 2~3만원 이상 받아 유지 관리 해야함. 어느 나라를 가도 자기 유적을 헐값에 외국인에게 공개하지 않음.
6년 전,별표 5개,"우리 나라의 슬픈 역사,멋진 역사를 모두 경험할 수 있는 역사 공부에 최적화된 곳.그렇게 크지도 않아서 돌아다니기 편리함"
7년 전,별표 5개,경회루에 직접 올라올수 있게되다니... 감격   6.25 때 기둥에 남은 탄흔을 보니 가슴이 아픔..
2년 전,별표 4개,야간에 보는 모습이 운치있는 경복궁입니다. 조선 왕조의 대표적인 궁궐로 관광객이 한국에 방문한다면 한번 쯤 가보길 추천하는 장소입니다.
4년 전,별표 4개,"입장료 3,000원이고 그냥 시간 때우기용으로 한번쯤 방문하기 좋은곳이다"
7년 전,별표 5개,필수 관광코스!! 해설과 함께 하니 너무 좋았음. 홈페이지에서 경회루 입장 예약이 무료로 가능하므로 참고하세요.
8년 전,별표 5개,"명실상부 대한민국 최고의 고궁, 두말할 것 없음. 가능하다면 시간을 맞추어 한국어 소개도 함께한다면 만족감이 더 높음."
2년 전,별표 5개,사람이 많았지만 워낙 넓어서 붐비는 느낌이 전혀없어요~11시~1시 사이에 가니 아직은 날이  더워요~ 오랜만에 갔는데 창경궁 덕수궁과는 다르네요  
6년 전,별표 5개,"즐거운 추억 남기고 왔습니다   한복대여 추천합니다 한복이야기라는 곳에 여러종류의 옷(왕, 무사, 중전, 서민 등)들이 다 있어서 친구들과 재밌게 놀았습니다ㅋㅋㅋㅋㅋ"
8년 전,별표 5개,해설과 함께 한 고궁나들이 참 좋네요. 매 30분 단위로 친절한 역사 해설자 가이드께서 함께 해 주시네요.
5년 전,별표 5개,서울 올 때마다 경복궁 야간개장을 보고 싶었는데 늘 ~~ 시간도 스케쥴도 맞지 않고 여러가지 사정때문에 못 갔다 처음에는 현장예매가 가능한 줄 알아서 실패 두번째는 인터넷예매 모든 표 매진되서 실패 세번째에는 성공했다..! 여러번의 실패에 짜증도 났지만 이 경치를 보니 끝까지 시도하길 잘했다 아무리 생각해도 내 손에서 이런 사진이 나오기 힘든데 잘 찍은 것 같다..  
8년 전,별표 3개,"우리나라 궁이라고 자주 간다. 갈때마다 느끼지만, 보존좀 재대로 했으면 좋겠다. 근정전 앞 대신들 서있는 비에 시멘트가 뭐냐. 무너지거나 없던거라면 고궁벽도 언제 재현한거라고 좀 써놓던가. 어제 외국인들하고 보는데. 쪽팔려서 원.~ 자부심도 느끼지만, 지키고 계시는분들 보면서 감사함도 느끼지만, 유지를 저렇게 하는거 보면 진짜 xx이다. 싶다.이걸 시멘트로 보강한 걸 후대에 남겨줄까 싶다."
4년 전,별표 4개,조선의 정궁이자 법궁이다. 임진왜란 이후 불타 흥선대원군때야 돼서 복건 됐다. 그러나 일제에 의해 훼손돼 500여채였던 건물은 7채만 남기고 훼손 됐다. 1990년대 복원 사업을 진행해 현재 15 정도만 복원 돼있다.
5년 전,별표 5개,인생샷가능 쌉가능! 입장료는3000원이였는데 한복입고가면무료입장이라 실컷찍고돌아댕겨따 앞에인사동도있어 딱좋은관람명소!
수정일: 4년 전,별표 5개,"경복궁을 돌아볼수 있다는 것은 참으로 행운이고, 경회루는 물론 향원정까지 볼수 있음에 감사드린다"
수정일: 7년 전,별표 5개,경복궁 설명해 주시는 자원봉사자 분들이 계십니다 설명 꼭 들으세요 내가 알던 것들에 몰랐던 역사까지 더 새롭습니다 정말좋아요
수정일: 4년 전,별표 5개,너무도 아름답고 고색이 창연한 웅장하고 아름다운 예술의 극치인 궁궐ㆍ그 속에서 열심히 살아가던 조상들을 만나보았습니다 해설사의 해설도 넘 좋았어요~  
4년 전,별표 5개,몇년전부터  경복궁 야간 관람을 해보고 싶었는데.. 이쁜딸이  예매를~~   함께 보고 왔네요~ 기대를  넘  많이 했나봐요.. 이쁘고  의미는  있는데.. 뭔가  조금은  아쉽더라고요..
6년 전,별표 5개,경복궁은 예전에 많이 가보았고요 이번에 다녀온 곳은 청와대와 무궁화동산 입니다. 엉뚱하게 경복궁이 어떠냐고 게시하라니 아주 없는 이야기도 아닌 것이 경복궁 담장으로 돌아야 청와대가 나온다는 것 그리고 그 옛날 임금이 몰래 궁을 빠져나갈 때 사용한 근정문이 바로 청와대 건너편에 있다는 것 무궁화동산에는 옛 박정희 전대동령 시해 장소가 있음
7년 전,별표 5개,조선시대 서울 궁들중에 가장 규모가 큼. 일본에 의해 불 태워지고.. 훼손되어졌지만.. 현재 복원작업이 활발히 이루어지고 있음
2년 전,별표 5개,"야간투어 너무 좋네요. 단, 향정원은 못 들어가네요. 그래도 만족 많이 합니다."
수정일: 5년 전,별표 5개,귀국해서 수십년만에 찾아본 경복궁입니다.바람불고 기온은 떨어져 많이 추운 날이었지만 3시간에 걸쳐서 돌아봅니다.
6년 전,별표 5개,서울의 중심이다 보니 교통이 좋다. 궁궐뒤로 북악산이 병풍처럼 있어서 풍경도 좋다.
4년 전,별표 5개,야간개장했다해서 간건데...내국인은 미리 인터넷예매 하지않았으면 입장불가라해서 오후에 잠깐뿐이 못드갔네요~~ 현장예매 불가라해서리 반은 헛탕요
6년 전,별표 5개,도심에 이런 궁이 있다는 것 자체도 멋지지만 관리상태나 계솓 리커버리 하고 있는 점들도 훌륭해요 한복입고 가면 할인이 되어서 외국인들은 많은 사람이 한복을 입고 있는 것도 뿌듯하네요 그래도 좀 더 한복스러우면 좋겠다는 욕심이 있네요
5년 전,별표 5개,아름다웠다. 도시속의 궁궐은 신비로운 느낌이었다 마치 다른세상속에 와있는 느낌이었다
7년 전,별표 5개,우리나라 최대의 궁전입니다. 누구에게나 보여주고 싶고 자랑하고 싶은 우리의 민족 유산입니다. 경복궁을 통해 민족의 자긍심읗 가질수 있고 앞으로의 희망을 가질수 있습니다. 비록 임진왜란. 625. 일제강점기를 거치며 많이훼손되고 변형되었지만 지속적인 복원작업으로 점차 회복되고 있는 모습을 보면 다시 한번 선조들에게 감사함을 느낍니다. 경복궁이 지금은 유명한 관광지로 역할을 하고 있지만 세계적인 왕궁으로써 그 모습을 완전히 되찾는 그날까지 우리나라 국민들의 적극적인 지지와 후원이 있기를 기대합니다.
2년 전,별표 5개,2024.02.24 2자녀이상 다자녀 카드 있으면 입장 무료입니다 주말엔 혼잡하네요 근정전 옆쪽으로나와 사랑까페에서 마그넷 판매합니다
5년 전,별표 5개,"애국심이 생기는 장소  서울오면 꼭 가보면 좋을 것 같고 해설과 함께하면 더 좋을듯  입장료 어른은 3천원, 아이들(내국인)은 무료"
7년 전,별표 5개,가을을 제대로 만끽하고 싶은 분은 고궁 추천합니다 고즈넉한 풍경들이 마음의 평온과 힐링이 됩니다 경복궁 복원공사로 향원정 일대를 못 보고와서 아쉬워요~ 더 멋진 경복궁을 기대하며~~ 날씨 덕분에 너무 멋진 하루였습니다
5년 전,별표 5개,너무좋네요 야외라 코로나 위험도 덜하고 하루종일 집안에 있어서 눈오는지도 몰랐는데 콧바람도쐬고 첫눈도 밟고 기분전환했네요     모두들코로나조심
6년 전,별표 5개,한국 궁궐. 전통을 살린 현재 제일 큰 궁궐로 관광대표명소이다. 화요일은 휴관일임. 한복입고가면 무료입장가능
6년 전,별표 5개,교통도 매우 좋고 궁도 정말 분위기가 좋다. 내국인의 경우 24살???정도 까지는 무료 입장이 가능하다
3년 전,별표 5개,비오는 날 방문한 경복궁.. 신발 다버렸지만 매번 갈때마다 정말 멋진 곳이다. 방문객의 70 는 외국인이다.
2년 전,별표 5개,야간개장 다녀왔습니다 후회없는 3000원  한국의 아름다움과 단청을 마음껏 둘러보고 올 수 있었음
3년 전,별표 5개,"광화문을 지나 경복궁 왼쪽으로 가면 , 특히 늦은 오후에 가면 신비로운 풍경을 만날 수 있어요 멍 때리기 좋아요"
7년 전,별표 5개,"멋지고 감동적인 장소, 다양한 국가에서 온 외국인들이 굉장히 많아요, 입장료 어른 8천원, 초등학생까지는 무료입장가능, 근정전과 경회루가 특히 멋있어요"
6년 전,별표 5개,도심 속의 역사공원...선대의 유혼이 숨쉬는 듯한 곳...아이들과 함께 하면 더 좋을 역사의 현장으로 그만이다
6년 전,별표 5개,생각보다 큽니다 한복입으면 입장료가 무료입니다 코로나가 걱정된다면 가지마세요 외국인이 정말 많습니다 주차요금은 별도입니다 음식물 반입금지입니다
5년 전,별표 5개,만24세 미만은 무료입장 해주더라구요~ 경치도 좋고 너무 좋았어요~ 현대와 과거가 어우러지는 공간같은 느낌~~!
6년 전,별표 5개,조선시대의 건축양식과 그당시의 조상들이 생활했던곳을 볼수있으며 자연과 어우러진 당시건물들의 멋을 느낄수 있습니다. 다만 단체 관람객과 외국인들이 많아 다소 혼잡할수있습니다.
7년 전,별표 5개,무료 입장해당 분들과 오시면 자동표구입 가지마시고 바로 창고에서 말해야 편합니다. 가이드가 없으시다면 가이드 책자 보면서 다니면 정보습득이 용이합니다
4년 전,별표 5개,오랫만에 경복궁의 야간을 마음껏 즐길 수 있었음. 미공개 경복궁도 하루빨리 국민의 품으로 돌아왔으면....
6년 전,별표 5개,근정전에서 청와대와 만나는 뒷문까지 너무 아름다운 조선 정궁의 위엄. 1월1일 여러 외국인들로 붐비는 모습 인기최고의 관광코스인듯.
수정일: 6년 전,별표 5개,40여년만에 방문하니 새롭네요. 그 옛날 서울 구경이 너무 추워서 얼마나 떨었던지... 11월 날씨에도 웃옷 벗어들고 시간이 조급해 샅샅이 보고 올수 없어 아쉬웠어요. 다음엔 꼭 살펴보고 올겁니다. 역사 제대로 알기~~!!!
5년 전,별표 5개,서울에서 산책하면서 구경하기 너무 좋은 곳. 조용하고 데이트하기도 좋은 곳.
4년 전,별표 5개,"가을의 정취를 조선왕조의 발자취와 함께 조상들의 어제의 삶, 고통을 간접적으로 느끼며, 겸손하게 과거에서 현재로 돌아오게 만들어 주는 곳. 관람 후 주변의 북촌, 효자동에서 맛난 음식을 함께 즐길 수 있어서 좋다."
6년 전,별표 5개,10월의 마지막 경복궁 야간 개장~ 여의도 불꽃축제 때문에 사람별로 없을줄 알았는데.. 상당히 붐빔 ㅎㅎ 미리 예매에 성공하면 야경을 추억으로 남길수 있답니다   (단점은 사진이 잘 안찍힘 ㅋㅋ 그냥 보고 즐겨요)
7년 전,별표 4개,일단 옛 정취를 느끼기 매우 좋고 현대적으로 급변한 서울 속에서 조선의 모습을 볼 수있다는게 가장 매력적. 사진 찍기에도 매우 좋고 만악 한복을 입었거나 만24세 이하라면 무료입장이니 방문 필수!
6년 전,별표 5개,무조건 야간개장 가보는서 추천합니다......솔직히 낮보다 엄청 좋은거같네요...!!!외국인도 좀 야간개장 예매를 쉽게 할 수 있었으면 좋겠네요.
6년 전,별표 5개,아이들 둘 데리고 다녀왔어요. 만24세 미만 무료입장에 두자녀 이상이면 다자녀로 부모도 무료 입장이예요. 거기다 자원봉사자들이 해설도 무료로 진행해주셔서 어른도 아이도 모두 유익한 시간이였습니다.
7년 전,별표 4개,한복도 입고 돌아다니고 무엇보다도 해설을 듣고 역사를 좀 더 알게 되어서 좋읐던거 같애요.. 한가지 않 좋은점은 많이 넓어서 돌아다니기 힘들웄어요 하지만 정말 보람찬 하루 였어요~
2년 전,별표 5개,고궁하면 경복궁 ..보존을 잘해서 지금도 보수작업하고 계시고..후손들도 잘 유지하기를
수정일: 3년 전,별표 4개,평일에도 한적하게 역사 유적지를 탐방하면서 산책하기 좋은 곳. 수문장 교체식도 볼만해요.
7년 전,별표 5개,도심 한가운데에서 한국의 역사를 느낄수 있다. 고층건물들 사이에서 고궁을 산책을 한다는것은 타임머신을 타고 잠시 다녀온 느낌이다.
3년 전,별표 5개,조선시대 법궁인지라 조카와 첫 서울 나들이에  넣었습니다.  외국과 비교하면 관람료도 너무 저렴해서 감사할뿐이네요.  편한 신발  신으시고 천천히 둘러보시면 더 좋을것같아요.  쉴  수 있는 의자도  곳곳에 많아요. 세번째  경복궁인데 올수록 좋네요.
6년 전,별표 4개,조선시대 궁궐의 역사를 담고있어요. 외국 관광객들도 많이 방문하고 주말이면 가족나들이들도 많아요. 한복입고 기념촬영하는 사람들 많구요. 해설신청을 하면 외국어 학생봉사 가이드도 있고 한국해설가 어르신들도 있어요. 5시까지 관람시간인데 관리하시는 아저씨들이 4시30분부터 쫒아내셔서 기분이 안좋았어요. 친절하신것도 아니고 화내면서 나가라고.. 정문까지 나가는 시간이 아무리 걸려도 그렇지.. 10분전에 내보내면 될것을 30분전부터 기분나쁘게 쫒아내시기 좋았던 경복궁 인상이 반은 깍이네요. 대한민국의 얼굴이다 생각하고 조금더 친절하실 필요는 있을것같아요.. 나오는동안 4시30분부터 3명의 아저씨가 나가라고 내쫒았는데 한결같이 불친절하셨습니다.
2년 전,별표 5개,여름의 끝자락에 시원한 바람과 달빛..그리고 우리의 찬란한 궁궐까지 최고!
